쪼렙이다말로하자: 4247263043.0, 4243963257.0, 4241538868.0, 4241394461.0, 
불질러: 4247263043.0, 4243963257.0, 4241538868.0, 4241394461.0, 
Youtube Thal: 4247263043.0, 4247155821.0, 4243963257.0, 4241678498.0, 4241538868.0, 4241394461.0, 4233222221.0, 4233113995.0, 4231100932.0, 4229230455.0, 
213321123: 4247263043.0, 4241678498.0, 4241394461.0, 
ggffggg: 4247263043.0, 4247155821.0, 4241538868.0, 
곽김보태성민광희: 4247263043.0, 4241678498.0, 4241538868.0, 4231100932.0, 
Gen G Clid: 4247263043.0, 4233113995.0, 
Gen G Rascal: 4247263043.0, 
송아지얼룩송아지: 4247263043.0, 
DWG Canyon: 4247263043.0, 4229230455.0, 
LPL Player: 4247155821.0, 
GIDE0N: 4247155821.0, 
supupsupupsupup: 4247155821.0, 
HLE Bmav: 4247155821.0, 
gapggg: 4247155821.0, 
죽이지 마라1: 4247155821.0, 4243963257.0, 4241394461.0, 4229230455.0, 
zhong men dui ju: 4247155821.0, 4241538868.0, 
maiduiyou: 4247155821.0, 
호잇이: 4243963257.0, 
Gen G Bonnie: 4243963257.0, 4231100932.0, 
Sei2e the day: 4243963257.0, 
가루눈 OwO: 4243963257.0, 
Gen G Kellin: 4243963257.0, 
장래희망우솝: 4243963257.0, 
ggggff: 4241678498.0, 
LNCL: 4241678498.0, 
Maple fans: 4241678498.0, 
돌아온마비: 4241678498.0, 4233222221.0, 
엘리멘트 미스틱: 4241678498.0, 
별수호자 려창동: 4241678498.0, 
수영장파티려창동: 4241678498.0, 
한 줌의 재가되어: 4241538868.0, 
JustLikeThatKR: 4241538868.0, 
사랑해 김린아: 4241538868.0, 
너와나의연결Gori: 4241538868.0, 
Mizuhara Chizuru: 4241394461.0, 
막내현진 구독: 4241394461.0, 
트위치 아라드: 4241394461.0, 
SANDBOX Natalie: 4241394461.0, 
jymmlbzj: 4241394461.0, 4233222221.0, 
ikusikus: 4233222221.0, 
0gank jg: 4233222221.0, 
znhy: 4233222221.0, 
Clever7: 4233222221.0, 
U R my light dad: 4233222221.0, 4233113995.0, 
Cai Qi: 4233222221.0, 
밧형욱: 4233222221.0, 4231100932.0, 
려창동입니다: 4233113995.0, 
망밍맹먕몽: 4233113995.0, 
lubenwel: 4233113995.0, 
 초바 모자: 4233113995.0, 
레 탈: 4233113995.0, 
gtqeti172: 4233113995.0, 
핑잘안보는사람: 4233113995.0, 
Zenit: 4231100932.0, 4229230455.0, 
T1 Gumayusi: 4231100932.0, 
SANDBOX TolanD: 4231100932.0, 
Gen G Ruler: 4231100932.0, 
FA Dalka: 4231100932.0, 
T1 Closer: 4231100932.0, 
SRB Harp: 4229230455.0, 
울부짖는마오카이: 4229230455.0, 
다줘패는중학교: 4229230455.0, 
정신나갈거같애: 4229230455.0, 
역시폭군: 4229230455.0, 
SibasakiRoka: 4229230455.0, 
